,label,study_and_condition
10103,__label__0,colorect cant diagnos spec colorectal cancer diagnosis specify
10104,__label__0,colon rect cant diagnos abl swallow pil without difficul colon rectal cancer diagnosis ability swallow pills without difficulty
10105,__label__1,ov clear cel adenocarcinofibrom diagnos maj surg proc anticip cours study includ limit abdomin surgery laparotom laparoscop pri diseas progress colostom enterostomy_reversal second cytoreduc surgery second look surgery pleas consult sdc random desk pri paty entry quest rel class surg proc ovarian clear cell adenocarcinofibroma diagnosis major surgical procedure anticipate course study include limit abdominal surgery laparotomy laparoscopy prior disease progression colostomy enterostomy_reversal secondary cytoreductive surgery second look surgery please consult sdc randomization desk prior patient entry question relate classification surgical procedures
10106,__label__1,paty known symptom brain metastas exclud clin tri poor prognos tre asymptom brain metastas elig prov requir therapy includ steroid least four week patients know symptomatic brain metastases exclude clinical trial poor prognosis treat asymptomatic brain metastases eligible prove require therapy include steroids least four weeks
10107,__label__1,clear cel ren cel carcinom diagnos paty rapid progress intermedy high grad nhl clear cell renal cell carcinoma diagnosis patients rapidly progressive intermediate high grade nhl
10108,__label__1,recur adult lymphoblast lymphom diagnos pri fail less_than fiv ten six cdthirtyfour kg pbsc collect due in mobl stem cel recurrent adult lymphoblastic lymphoma diagnosis prior fail less_than five ten six cdthirtyfour kg pbsc collection due inability mobilize stem cells
10109,__label__0,multipl myelom diagnos paty bulky diseas nod mass gre fiv cm consid debulk chemotherapy transpl multiple myeloma diagnosis patients bulky disease nodal mass greater five cm consider debulking chemotherapy transplant
10110,__label__1,concur admin tum therapy concurrent administration tumor therapy
10111,__label__1,blad cant tnm stag prim tum ta diagnos concur chemo therapy radio therapy tre biolog respons mod bladder cancer tnm stag primary tumor ta diagnosis concurrent chemo therapy radio therapy treatment biological response modifiers
10112,__label__0,adv cant diagnos wom childbear pot men must agr us adequ contraceiv hormon barry method bir control abstin pri study entry dur study particip thirty day last dos advance cancers diagnosis women childbearing potential men must agree use adequate contraception hormonal barrier method birth control abstinence prior study entry duration study participation thirty days last dose
10113,__label__0,metast colorect cant diagnos adequ hematolog stat metastatic colorectal cancer diagnosis adequate hematological status
10114,__label__0,stag ii adult hodgkin lymphom diagnos mat cel malign stage ii adult hodgkin lymphoma diagnosis mature cell malignancies
10115,__label__0,neurofibromatos typ on diagnos on requir tri entry neurofibromatosis type one diagnosis one require trial entry
10116,__label__0,multipl myelom diagnos eastern coop oncolog group ecog perform stat zero on multiple myeloma diagnosis eastern cooperative oncology group ecog performance status zero one
10117,__label__1,prost cant diagnos assocy concomit med condit would interf conduc study opin tre phys prostate cancer diagnosis associate concomitant medical condition would interfere conduct study opinion treat physician
10118,__label__1,stag ii ov cant diagnos ment impair may comprom abl giv inform cons comply requir study stage iiia ovarian cancer diagnosis mental impairment may compromise ability give inform consent comply requirements study
10119,__label__1,recur adult diffus mix cel lymphom diagnos don recurrent adult diffuse mix cell lymphoma diagnosis donors
10120,__label__0,nod margin zon cel lymphom diagnos act infect requir or iv antibiot nodal marginal zone cell lymphoma diagnosis active infection require oral iv antibiotics
10121,__label__0,aid rel diffus larg cel lymphom diagnos adult eighteen year ag old dat bir determin bas best poss inform sourc docu avail aid relate diffuse large cell lymphoma diagnosis adults eighteen years age older date birth determine base best possible information source documentation available
10122,__label__0,melanom skin diagnos hemoglobin gre ten dl wbc gre three zero mmthree platelet count gre ten0 zero mmthree hep melanoma skin diagnosis hemoglobin greater ten dl wbc greater three zero mmthree platelet count greater ten0 zero mmthree hepatic
10123,__label__1,lymphom larg cel diffus diagnos pri tre ant cdtwenty monoclon antibody tim tre monoclon antibody within three month pri start study therapy exceiv rituximab inst lymphoma large cell diffuse diagnosis prior treatment anti cdtwenty monoclonal antibodies time treat monoclonal antibodies within three months prior start study therapy exception rituximab instance
10124,__label__0,stag iv breast cant diagnos paty nee esc steroid pri therapy unst dos steroid elig stage iv breast cancer diagnosis patient need escalation steroids prior therapy unstable dose steroids eligible
10125,__label__0,histolog cytolog confirm adv metast solid tum bcel malign progress tre approv therapy standard therapy avail phas on histologically cytologically confirm advance metastatic solid tumor bcell malignancies progress treatment approve therapies standard therapies available phase one
10126,__label__0,melanom diagnos mri csf evid mri csf cytolog cohort melanoma diagnosis mri csf evidence mri csf cytology cohort
10127,__label__0,prost cant diagnos progress diseas androg depr prostate cancer diagnosis progressive disease androgen deprivation
10128,__label__0,lymphom diagnos fail pri autolog stem cel transpl least pr salv chemotherapy lymphoma diagnosis fail prior autologous stem cell transplantation least pr salvage chemotherapy
10129,__label__0,recur adult diffus smal cleav cel lymphom diagnos three few pri myelotox tre regim spec regim includ ifosfamid carboplatin etoposid ic cisplatin cytarabin dexamethason dhap methotrex mtx high dos cytarabin hidac cyclophosphamid vincristin doxorubicin dexamethason hypercvad bortezomib thalidomid dexamethason four day continu infus cisplatin doxorubicin cyclophosphamid etoposid vtd_pace recurrent adult diffuse small cleave cell lymphoma diagnosis three fewer prior myelotoxic treatment regimens specific regimens include ifosfamide carboplatin etoposide ice cisplatin cytarabine dexamethasone dhap methotrexate mtx high dose cytarabine hidac cyclophosphamide vincristine doxorubicin dexamethasone hypercvad bortezomib thalidomide dexamethasone four day continuous infusions cisplatin doxorubicin cyclophosphamide etoposide vtd_pace
10130,__label__0,prim periton cant diagnos lif expect greater_than three month per investig opin primary peritoneal cancer diagnosis life expectancy greater_than three months per investigator opinion
10131,__label__1,colorect cant diagnos uncontrol hypertend colorectal cancer diagnosis uncontrolled hypertension
10132,__label__1,stag iv adult diffus larg cel lymphom diagnos chemosensit nhl exceiv paty receiv greater_than equal_than three pri chemotherapy regim paty transform nhl ptcl mcl alc alk neg stage iv adult diffuse large cell lymphoma diagnosis chemosensitive nhl except patients receive greater_than equal_than three prior chemotherapy regimens patients transform nhl ptcl mcl alcl alk neg
10133,__label__1,medul duc breast carcinom lymphocys infilt diagnos pri radiotherapy would result overlap rady therapy field medullary ductal breast carcinoma lymphocytic infiltrate diagnosis prior radiotherapy would result overlap radiation therapy field
10134,__label__1,child diffus larg cel lymphom diagnos in achiev adequ ven access childhood diffuse large cell lymphoma diagnosis inability achieve adequate venous access
10135,__label__0,mat cel nk cel non hodgkin lymphom diagnos ser creatinin less_than doc mg dl meas creatinin clear greater_than sixty ml min mature cell nk cell non hodgkin lymphoma diagnosis serum creatinine less_than doc mg dl measure creatinine clearance greater_than sixty ml min
10136,__label__0,breast cant diagnos grad iib iv diseas breast cancer diagnosis grade iib iv disease
10137,__label__1,paty stag ie prim cent nerv system lymphom patients stage ie primary central nervous system lymphoma
10138,__label__0,anaplast larg cel lymphom diagnos hum leukocyt antig hla genotyp phenotyp id rel don anaplastic large cell lymphoma diagnosis human leukocyte antigen hla genotypically phenotypically identical relate donor
10139,__label__1,ren cel carcinom diagnos ag examin clin tri carry pot teratog abort effect renal cell carcinoma diagnosis agents examine clinical trial carry potential teratogenic abortifacient effect
